nombre,club_actual,temporada,liga
andriy lunin,real madrid,2023-2024,laliga
andriy lunin,real madrid,2022-2023,laliga
andriy lunin,real madrid,2024-2025,laliga
andros townsend,everton,2022-2023,premier-league
andy lonergan,everton,2023-2024,premier-league
andy lonergan,everton,2022-2023,premier-league
andy pelmard,lecce,2024-2025,serie-a
ange caumenan nguessan,torino,2023-2024,serie-a
ange caumenan nguessan,torino,2022-2023,serie-a
angel alarcon,barcelona,2023-2024,laliga
angel alarcon,barcelona,2022-2023,laliga
angel correa,atletico madrid,2024-2025,laliga
angel correa,atletico madrid,2022-2023,laliga
angel correa,atletico madrid,2023-2024,laliga
angel di maria,juventus,2022-2023,serie-a
angel fortuno,barcelona,2022-2023,laliga
angel fortuno,barcelona,2024-2025,laliga
angel ortiz,betis,2024-2025,laliga
angel rodriguez,mallorca,2022-2023,laliga
angelino,hoffenheim,2022-2023,bundesliga
angelino,roma,2023-2024,serie-a
angelino,roma,2024-2025,serie-a
angelo fulgini,mainz,2022-2023,bundesliga
angelo ogbonna,west ham,2022-2023,premier-league
angelo ogbonna,west ham,2023-2024,premier-league
angelo stiller,stuttgart,2023-2024,bundesliga
angelo stiller,hoffenheim,2022-2023,bundesliga
angelo stiller,stuttgart,2024-2025,bundesliga
angeyoan bonny,parma,2024-2025,serie-a
anis ben slimane,nottham forest,2024-2025,premier-league
anis ben slimane,manchester city,2022-2023,premier-league
anrie chase,stuttgart,2023-2024,bundesliga
anrie chase,stuttgart,2024-2025,bundesliga
ansgar knauff,eintracht frankfurt,2022-2023,bundesliga
ansgar knauff,eintracht frankfurt,2023-2024,bundesliga
ansu fati,barcelona,2023-2024,laliga
ansu fati,barcelona,2022-2023,laliga
ansu fati,brighton,2023-2024,premier-league
ansu fati,barcelona,2024-2025,laliga
antal yaakobishvili,girona,2023-2024,laliga
antal yaakobishvili,barcelona,2023-2024,laliga
antal yaakobishvili,girona,2024-2025,laliga
antal yaakobishvili,barcelona,2024-2025,laliga
ante budimir,osasuna,2022-2023,laliga
ante budimir,osasuna,2024-2025,laliga
ante budimir,osasuna,2023-2024,laliga
ante rebic,lecce,2024-2025,serie-a
ante rebic,milan,2022-2023,serie-a
antef tsoungui,brighton,2022-2023,premier-league
anthony caci,mainz,2024-2025,bundesliga
anthony caci,mainz,2022-2023,bundesliga
anthony caci,mainz,2023-2024,bundesliga
anthony elanga,manchester utd,2022-2023,premier-league
anthony elanga,nottham forest,2023-2024,premier-league
anthony elanga,nottham forest,2024-2025,premier-league
anthony gordon,everton,2022-2023,premier-league
anthony gordon,newcastle utd,2024-2025,premier-league
anthony gordon,newcastle utd,2023-2024,premier-league
anthony gordon,newcastle utd,2022-2023,premier-league
anthony jung,werder bremen,2022-2023,bundesliga
anthony jung,werder bremen,2024-2025,bundesliga
anthony jung,werder bremen,2023-2024,bundesliga
anthony knockaert,fulham,2022-2023,premier-league
anthony martial,manchester utd,2022-2023,premier-league
anthony martial,manchester utd,2023-2024,premier-league
anthony modeste,koln,2022-2023,bundesliga
anthony modeste,dortmund,2022-2023,bundesliga
anthony partipilo,parma,2024-2025,serie-a
anthony pavlesic,bayern munich,2024-2025,bundesliga
anthony rouault,stuttgart,2023-2024,bundesliga
anthony rouault,stuttgart,2024-2025,bundesliga
antoine bernede,hellas verona,2024-2025,serie-a
antoine griezmann,atletico madrid,2023-2024,laliga
antoine griezmann,atletico madrid,2024-2025,laliga
antoine griezmann,atletico madrid,2022-2023,laliga
antoine hainaut,parma,2024-2025,serie-a
antoine makoumbou,cagliari,2023-2024,serie-a
antoine makoumbou,cagliari,2024-2025,serie-a
antoine semenyo,bournemouth,2022-2023,premier-league
antoine semenyo,bournemouth,2024-2025,premier-league
antoine semenyo,bournemouth,2023-2024,premier-league
anton stach,hoffenheim,2024-2025,bundesliga
anton stach,mainz,2023-2024,bundesliga
anton stach,mainz,2022-2023,bundesliga
antonee robinson,fulham,2022-2023,premier-league
antonee robinson,fulham,2023-2024,premier-league
antonee robinson,fulham,2024-2025,premier-league
antonin barak,fiorentina,2022-2023,serie-a
antonin barak,fiorentina,2023-2024,serie-a
antonin barak,hellas verona,2022-2023,serie-a
antonin barak,fiorentina,2024-2025,serie-a
antonin kinsky,tottenham,2024-2025,premier-league
antonino gallo,lecce,2023-2024,serie-a
antonino gallo,lecce,2024-2025,serie-a
antonio aleman,atletico madrid,2022-2023,laliga
antonio blanco,alaves,2023-2024,laliga
antonio blanco,alaves,2024-2025,laliga
antonio espigares,villarreal,2024-2025,laliga
antonio espigares,villarreal,2023-2024,laliga
antonio gala,milan,2022-2023,serie-a
antonio gomis,atletico madrid,2022-2023,laliga
antonio gomis,atletico madrid,2024-2025,laliga
antonio gomis,atletico madrid,2023-2024,laliga
antonio mirante,milan,2022-2023,serie-a
antonio mirante,milan,2023-2024,serie-a
antonio nusa,rb leipzig,2024-2025,bundesliga
antonio pacheco,villarreal,2022-2023,laliga
antonio raillo,mallorca,2022-2023,laliga
antonio raillo,mallorca,2024-2025,laliga
antonio raillo,mallorca,2023-2024,laliga
antonio raimondo,bologna,2022-2023,serie-a
antonio rudiger,real madrid,2024-2025,laliga
antonio rudiger,real madrid,2022-2023,laliga
antonio rudiger,real madrid,2023-2024,laliga
antonio sanabria,torino,2023-2024,serie-a
antonio sanabria,torino,2022-2023,serie-a
antonio sanabria,torino,2024-2025,serie-a
antonio sanchez,mallorca,2024-2025,laliga
antonio sanchez,mallorca,2022-2023,laliga
antonio sanchez,mallorca,2023-2024,laliga
antonio sivera,alaves,2024-2025,laliga
antonio sivera,alaves,2023-2024,laliga
antonio tikvic,udinese,2023-2024,serie-a
antonios papadopoulos,dortmund,2022-2023,bundesliga
antonios papadopoulos,dortmund,2023-2024,bundesliga
antonis aidonis,stuttgart,2022-2023,bundesliga
antoniu,barcelona,2024-2025,laliga
antony,betis,2024-2025,laliga
antony,manchester utd,2022-2023,premier-league
antony,manchester utd,2024-2025,premier-league
antony,manchester utd,2023-2024,premier-league
anwar el ghazi,mainz,2023-2024,bundesliga
archie gray,leeds united,2022-2023,premier-league
archie gray,tottenham,2024-2025,premier-league
archie harris,bournemouth,2024-2025,premier-league
arda guler,real madrid,2024-2025,laliga
arda guler,real madrid,2023-2024,laliga
aridane hernandez,rayo vallecano,2023-2024,laliga
aridane hernandez,osasuna,2022-2023,laliga
aridane hernandez,rayo vallecano,2024-2025,laliga
arijanet muric,burnley,2023-2024,premier-league
arijon ibrahimovic,lazio,2024-2025,serie-a
arijon ibrahimovic,bayern munich,2024-2025,bundesliga
arijon ibrahimovic,bayern munich,2022-2023,bundesliga
aritz arambarri,real sociedad,2022-2023,laliga
aritz elustondo,real sociedad,2024-2025,laliga
aritz elustondo,real sociedad,2022-2023,laliga
aritz elustondo,real sociedad,2023-2024,laliga
arkadiusz milik,juventus,2024-2025,serie-a
arkadiusz milik,juventus,2022-2023,serie-a
arkadiusz milik,juventus,2023-2024,serie-a
arkaitz mariezkurrena,real sociedad,2024-2025,laliga
armand lauriente,sassuolo,2023-2024,serie-a
armand lauriente,sassuolo,2022-2023,serie-a
armando broja,chelsea,2022-2023,premier-league
armando broja,everton,2024-2025,premier-league
armando broja,fulham,2023-2024,premier-league
armando broja,chelsea,2023-2024,premier-league
armindo sieb,mainz,2024-2025,bundesliga
armstrong okoflex,west ham,2022-2023,premier-league
arnau martinez,girona,2024-2025,laliga
arnau martinez,girona,2022-2023,laliga
arnau martinez,girona,2023-2024,laliga
arnau sola,villarreal,2024-2025,laliga
arnau tenas,barcelona,2022-2023,laliga
arnaud nordin,mainz,2024-2025,bundesliga
arnaut danjuma,villarreal,2024-2025,laliga
arnaut danjuma,villarreal,2022-2023,laliga
arnaut danjuma,tottenham,2022-2023,premier-league
arnaut danjuma,girona,2024-2025,laliga
arnaut danjuma,everton,2023-2024,premier-league
arne engels,augsburg,2022-2023,bundesliga
arne engels,augsburg,2024-2025,bundesliga
arne engels,augsburg,2023-2024,bundesliga
arne maier,augsburg,2024-2025,bundesliga
arne maier,augsburg,2023-2024,bundesliga
arne maier,augsburg,2022-2023,bundesliga
arsen zakharyan,real sociedad,2023-2024,laliga
arsen zakharyan,real sociedad,2024-2025,laliga
artem dovbyk,roma,2024-2025,serie-a
artem dovbyk,girona,2023-2024,laliga
artem stepanov,leverkusen,2024-2025,bundesliga
arthur,arsenal,2023-2024,premier-league
arthur,leverkusen,2024-2025,bundesliga
arthur,hoffenheim,2024-2025,bundesliga
arthur,brentford,2023-2024,premier-league
arthur,leverkusen,2023-2024,bundesliga
arthur,brentford,2024-2025,premier-league
arthur atta,udinese,2024-2025,serie-a
arthur cabral,fiorentina,2022-2023,serie-a
arthur melo,liverpool,2022-2023,premier-league
arthur melo,fiorentina,2023-2024,serie-a
arthur melo,girona,2024-2025,laliga
arthur vermeeren,atletico madrid,2024-2025,laliga
arthur vermeeren,atletico madrid,2023-2024,laliga
arthur vermeeren,rb leipzig,2024-2025,bundesliga
asher agbinone,crystal palace,2024-2025,premier-league
ashley phillips,tottenham,2023-2024,premier-league
ashley young,aston villa,2022-2023,premier-league
ashley young,everton,2023-2024,premier-league
ashley young,everton,2024-2025,premier-league
asier illarramendi,real sociedad,2022-2023,laliga
asier osambela,osasuna,2024-2025,laliga
asier osambela,osasuna,2023-2024,laliga
asier villalibre,athletic bilbao,2023-2024,laliga
asier villalibre,athletic bilbao,2022-2023,laliga
asier villalibre,alaves,2024-2025,laliga
asmir begovic,everton,2022-2023,premier-league
asmir begovic,everton,2024-2025,premier-league
assan ceesay,lecce,2023-2024,serie-a
assan ouedraogo,rb leipzig,2024-2025,bundesliga
assane diao,betis,2024-2025,laliga
assane diao,como,2024-2025,serie-a
aster vranckx,milan,2022-2023,serie-a
aster vranckx,wolfsburg,2022-2023,bundesliga
aster vranckx,wolfsburg,2023-2024,bundesliga
aster vranckx,wolfsburg,2024-2025,bundesliga
atakan karazor,stuttgart,2024-2025,bundesliga
atakan karazor,stuttgart,2023-2024,bundesliga
atakan karazor,stuttgart,2022-2023,bundesliga
ato ampah,chelsea,2024-2025,premier-league
attila szalai,freiburg,2023-2024,bundesliga
attila szalai,hoffenheim,2024-2025,bundesliga
augusto batalla,rayo vallecano,2024-2025,laliga
augusto owusu,juventus,2024-2025,serie-a
augusto solari,celta vigo,2022-2023,laliga
aurelien tchouameni,real madrid,2024-2025,laliga
aurelien tchouameni,real madrid,2023-2024,laliga
aurelien tchouameni,real madrid,2022-2023,laliga
aurelio buta,eintracht frankfurt,2023-2024,bundesliga
aurelio buta,eintracht frankfurt,2022-2023,bundesliga
auston trusty,arsenal,2022-2023,premier-league
axel disasi,aston villa,2024-2025,premier-league
axel disasi,chelsea,2024-2025,premier-league
axel disasi,chelsea,2023-2024,premier-league
axel guessand,udinese,2023-2024,serie-a
axel guessand,udinese,2022-2023,serie-a
axel guessand,udinese,2024-2025,serie-a
axel tuanzebe,manchester utd,2022-2023,premier-league
axel werner,elche,2022-2023,laliga
axel witsel,atletico madrid,2023-2024,laliga
axel witsel,atletico madrid,2024-2025,laliga
axel witsel,atletico madrid,2022-2023,laliga
ayanda sishuba,hellas verona,2024-2025,serie-a
ayden heaven,arsenal,2023-2024,premier-league
ayden heaven,arsenal,2024-2025,premier-league
ayden heaven,manchester utd,2024-2025,premier-league
ayman aourir,leverkusen,2022-2023,bundesliga
ayman aourir,leverkusen,2023-2024,bundesliga
ayman azhil,leverkusen,2022-2023,bundesliga
aymen barkok,mainz,2023-2024,bundesliga
aymen barkok,mainz,2024-2025,bundesliga
aymen barkok,mainz,2022-2023,bundesliga
aymeric laporte,manchester city,2022-2023,premier-league
aymeric laporte,manchester city,2023-2024,premier-league
ayoze perez,betis,2022-2023,laliga
ayoze perez,villarreal,2024-2025,laliga
balthazar pierret,lecce,2024-2025,serie-a
bart verbruggen,brighton,2023-2024,premier-league
bart verbruggen,brighton,2024-2025,premier-league
bartol franjic,wolfsburg,2022-2023,bundesliga
bartosz bereszynski,napoli,2022-2023,serie-a
bartosz bialek,wolfsburg,2024-2025,bundesliga
bartosz bialek,wolfsburg,2022-2023,bundesliga
bashir humphreys,chelsea,2022-2023,premier-league
bashir humphreys,chelsea,2023-2024,premier-league
bastien meupiyou,wolverhampton wanderers,2024-2025,premier-league
bazoumana toure,hoffenheim,2024-2025,bundesliga
bebe,rayo vallecano,2023-2024,laliga
bebe,rayo vallecano,2022-2023,laliga
ben brereton,fc st pauli,2024-2025,bundesliga
ben brereton,villarreal,2023-2024,laliga
ben chilwell,chelsea,2024-2025,premier-league
ben chilwell,crystal palace,2024-2025,premier-league
ben chilwell,chelsea,2023-2024,premier-league
ben chilwell,chelsea,2022-2023,premier-league
ben davies,brentford,2024-2025,premier-league
ben davies,tottenham,2023-2024,premier-league
ben davies,tottenham,2024-2025,premier-league
ben davies,tottenham,2022-2023,premier-league
ben doak,bournemouth,2022-2023,premier-league
ben doak,leverkusen,2024-2025,bundesliga
ben doak,liverpool,2022-2023,premier-league
ben doak,liverpool,2023-2024,premier-league
ben doak,bournemouth,2023-2024,premier-league
ben godfrey,everton,2023-2024,premier-league
ben godfrey,everton,2022-2023,premier-league
ben godfrey,atalanta,2024-2025,serie-a
ben johnson,west ham,2022-2023,premier-league
ben johnson,west ham,2023-2024,premier-league
ben lhassine kone,como,2024-2025,serie-a
ben lhassine kone,manchester utd,2024-2025,premier-league
ben mee,mainz,2022-2023,bundesliga
ben mee,brentford,2022-2023,premier-league
ben mee,brentford,2023-2024,premier-league
ben mee,brentford,2024-2025,premier-league
ben mee,brighton,2023-2024,premier-league
ben mee,aston villa,2024-2025,premier-league
ben parkinson,newcastle utd,2023-2024,premier-league
ben pearson,bournemouth,2022-2023,premier-league
ben white,arsenal,2023-2024,premier-league
ben white,arsenal,2022-2023,premier-league
ben white,arsenal,2024-2025,premier-league
ben winterburn,bournemouth,2024-2025,premier-league
benat prados,athletic bilbao,2024-2025,laliga
benat prados,athletic bilbao,2023-2024,laliga
benat turrientes,real sociedad,2024-2025,laliga
benat turrientes,real sociedad,2023-2024,laliga
benat turrientes,real sociedad,2022-2023,laliga
bence dardai,wolfsburg,2024-2025,bundesliga
bendito mantato,manchester utd,2024-2025,premier-league
benedict hollerbach,union berlin,2024-2025,bundesliga
benedict hollerbach,union berlin,2023-2024,bundesliga
benedikt gimber,heidenheim,2024-2025,bundesliga
benedikt gimber,heidenheim,2023-2024,bundesliga
benicio baker,brighton,2023-2024,premier-league
benjamin boakye,stuttgart,2024-2025,bundesliga
benjamin dominguez,bologna,2024-2025,serie-a
benjamin garay,mallorca,2022-2023,laliga
benjamin goller,werder bremen,2022-2023,bundesliga
benjamin henrichs,rb leipzig,2024-2025,bundesliga
benjamin henrichs,rb leipzig,2023-2024,bundesliga
benjamin henrichs,rb leipzig,2022-2023,bundesliga
benjamin hubner,hoffenheim,2022-2023,bundesliga
benjamin lade,hoffenheim,2024-2025,bundesliga
benjamin lecomte,barcelona,2022-2023,laliga
benjamin leneis,augsburg,2022-2023,bundesliga
benjamin mendy,manchester city,2022-2023,premier-league
benjamin pavard,inter,2023-2024,serie-a
benjamin pavard,inter,2024-2025,serie-a
benjamin pavard,bayern munich,2022-2023,bundesliga
benjamin pavard,bayern munich,2023-2024,bundesliga
benjamin sesko,rb leipzig,2023-2024,bundesliga
benjamin sesko,rb leipzig,2024-2025,bundesliga
benjamin siegrist,genoa,2024-2025,serie-a
benjamin uphoff,freiburg,2023-2024,bundesliga
benjamin uphoff,freiburg,2022-2023,bundesliga
bennit broger,wolfsburg,2023-2024,bundesliga
bennit broger,wolfsburg,2024-2025,bundesliga
benno schmitz,koln,2022-2023,bundesliga
benno schmitz,koln,2023-2024,bundesliga
benoit badiashile,chelsea,2024-2025,premier-league
benoit badiashile,chelsea,2023-2024,premier-league
benoit badiashile,chelsea,2022-2023,premier-league
benson manuel,burnley,2023-2024,premier-league
berat djimsiti,atalanta,2022-2023,serie-a
berat djimsiti,atalanta,2023-2024,serie-a
berat djimsiti,atalanta,2024-2025,serie-a
berkan kutlu,genoa,2023-2024,serie-a
bernardo espinosa,girona,2022-2023,laliga
bernardo espinosa,girona,2023-2024,laliga
bernardo silva,manchester city,2023-2024,premier-league
bernardo silva,manchester city,2024-2025,premier-league
bernardo silva,manchester city,2022-2023,premier-league
bernd leno,fulham,2023-2024,premier-league
bernd leno,fulham,2022-2023,premier-league
bernd leno,fulham,2024-2025,premier-league
bertrand traore,villarreal,2023-2024,laliga
bertrand traore,aston villa,2023-2024,premier-league
bertrand traore,aston villa,2022-2023,premier-league
bertug yldrm,getafe,2024-2025,laliga
beto,udinese,2022-2023,serie-a
beto,everton,2023-2024,premier-league
beto,udinese,2023-2024,serie-a
beto,everton,2024-2025,premier-league
biel farres,girona,2022-2023,laliga
billy crellin,everton,2023-2024,premier-league
billy fewster,nottham forest,2022-2023,premier-league
billy gee,chelsea,2023-2024,premier-league
billy gilmour,brighton,2022-2023,premier-league
billy gilmour,brighton,2023-2024,premier-league
billy gilmour,chelsea,2022-2023,premier-league
billy gilmour,brighton,2024-2025,premier-league
billy gilmour,napoli,2024-2025,serie-a
bobby clark,liverpool,2023-2024,premier-league
bobby clark,liverpool,2022-2023,premier-league
bobby de cordovareid,fulham,2023-2024,premier-league
bobby de cordovareid,fulham,2022-2023,premier-league
bojan miovski,girona,2024-2025,laliga
bono,sevilla,2022-2023,laliga
bono,sevilla,2023-2024,laliga
bor zunec,udinese,2023-2024,serie-a
boris radunovic,cagliari,2023-2024,serie-a
borja garces,atletico madrid,2024-2025,laliga
borja garcia,girona,2023-2024,laliga
borja garcia,girona,2022-2023,laliga
borja iglesias,betis,2022-2023,laliga
borja iglesias,leverkusen,2023-2024,bundesliga
borja iglesias,celta vigo,2024-2025,laliga
borja mayoral,getafe,2023-2024,laliga
borja mayoral,getafe,2024-2025,laliga
borna sosa,stuttgart,2022-2023,bundesliga
borna sosa,torino,2024-2025,serie-a
borna sosa,stuttgart,2023-2024,bundesliga
botond balogh,parma,2024-2025,serie-a
boubacar kamara,aston villa,2023-2024,premier-league
boubacar kamara,aston villa,2024-2025,premier-league
boubacar kamara,aston villa,2022-2023,premier-league
boubacar traore,wolverhampton wanderers,2024-2025,premier-league
boubacar traore,wolverhampton wanderers,2023-2024,premier-league
