nombre,club_actual,temporada,liga
brahim diaz,real madrid,2023-2024,laliga
brahim diaz,real madrid,2024-2025,laliga
braian cufre,mallorca,2022-2023,laliga
brais mendez,real sociedad,2023-2024,laliga
brais mendez,real sociedad,2022-2023,laliga
brais mendez,real sociedad,2024-2025,laliga
brajan gruda,brighton,2024-2025,premier-league
brajan gruda,mainz,2023-2024,bundesliga
brajan gruda,mainz,2022-2023,bundesliga
bram nuytinck,udinese,2022-2023,serie-a
brandon aguilera,nottham forest,2023-2024,premier-league
brandon austin,tottenham,2023-2024,premier-league
brandon austin,tottenham,2024-2025,premier-league
brandon austin,tottenham,2022-2023,premier-league
brandon soppy,torino,2023-2024,serie-a
brandon soppy,atalanta,2022-2023,serie-a
brandon soppy,udinese,2022-2023,serie-a
brandon williams,manchester utd,2022-2023,premier-league
brandon williams,manchester utd,2023-2024,premier-league
branislav knezevic,elche,2022-2023,laliga
brayden clarke,arsenal,2024-2025,premier-league
brenden aaronson,leeds united,2022-2023,premier-league
brenden aaronson,union berlin,2023-2024,bundesliga
brennan johnson,tottenham,2023-2024,premier-league
brennan johnson,nottham forest,2022-2023,premier-league
brennan johnson,tottenham,2024-2025,premier-league
brennan johnson,nottham forest,2023-2024,premier-league
brenner,udinese,2024-2025,serie-a
brenner,udinese,2023-2024,serie-a
brian bayeye,torino,2022-2023,serie-a
brian bayeye,torino,2023-2024,serie-a
brian bayeye,torino,2024-2025,serie-a
brian olivan,barcelona,2022-2023,laliga
brian olivan,barcelona,2024-2025,laliga
brooke nortoncuffy,genoa,2024-2025,serie-a
brooklyn genesini,bournemouth,2022-2023,premier-league
bruno amione,hellas verona,2023-2024,serie-a
bruno amione,hellas verona,2022-2023,serie-a
bruno fernandes,manchester utd,2023-2024,premier-league
bruno fernandes,manchester utd,2024-2025,premier-league
bruno fernandes,manchester utd,2022-2023,premier-league
bruno guimaraes,newcastle utd,2022-2023,premier-league
bruno guimaraes,newcastle utd,2024-2025,premier-league
bruno guimaraes,newcastle utd,2023-2024,premier-league
bruno jordao,wolverhampton wanderers,2023-2024,premier-league
bruno ogbus,freiburg,2024-2025,bundesliga
bryan cristante,roma,2024-2025,serie-a
bryan cristante,roma,2023-2024,serie-a
bryan fiabema,real sociedad,2023-2024,laliga
bryan gil,tottenham,2022-2023,premier-league
bryan gil,tottenham,2023-2024,premier-league
bryan gil,sevilla,2022-2023,laliga
bryan gil,girona,2024-2025,laliga
bryan mbeumo,brentford,2024-2025,premier-league
bryan mbeumo,brentford,2023-2024,premier-league
bryan mbeumo,brentford,2022-2023,premier-league
bryan zaragoza,fulham,2022-2023,premier-league
bryan zaragoza,osasuna,2024-2025,laliga
bryan zaragoza,bayern munich,2023-2024,bundesliga
buba sangare,roma,2024-2025,serie-a
budu zivzivadze,heidenheim,2024-2025,bundesliga
bukayo saka,arsenal,2024-2025,premier-league
bukayo saka,arsenal,2022-2023,premier-league
bukayo saka,arsenal,2023-2024,premier-league
caden clark,rb leipzig,2022-2023,bundesliga
cafu,nottham forest,2022-2023,premier-league
caglar soyuncu,atletico madrid,2023-2024,laliga
cala,hellas verona,2023-2024,serie-a
cala,atletico madrid,2023-2024,laliga
caleb ekuban,genoa,2023-2024,serie-a
caleb ekuban,genoa,2024-2025,serie-a
caleb kporha,crystal palace,2024-2025,premier-league
caleb okoli,atalanta,2023-2024,serie-a
caleb okoli,atalanta,2022-2023,serie-a
callan mckenna,bournemouth,2023-2024,premier-league
callan mckenna,bournemouth,2024-2025,premier-league
callum bates,everton,2024-2025,premier-league
callum hudsonodoi,chelsea,2022-2023,premier-league
callum hudsonodoi,nottham forest,2023-2024,premier-league
callum hudsonodoi,leverkusen,2022-2023,bundesliga
callum hudsonodoi,nottham forest,2024-2025,premier-league
callum marshall,west ham,2023-2024,premier-league
callum mcfarlane,fulham,2022-2023,premier-league
callum olusesi,tottenham,2024-2025,premier-league
callum wilson,newcastle utd,2023-2024,premier-league
callum wilson,newcastle utd,2024-2025,premier-league
callum wilson,newcastle utd,2022-2023,premier-league
calum chambers,aston villa,2022-2023,premier-league
calum chambers,aston villa,2023-2024,premier-league
calum scanlon,liverpool,2023-2024,premier-league
calvin bassey,fulham,2023-2024,premier-league
calvin bassey,fulham,2024-2025,premier-league
calvin ramsay,liverpool,2022-2023,premier-league
calvin ramsay,liverpool,2023-2024,premier-league
cameron archer,aston villa,2022-2023,premier-league
cameron archer,aston villa,2023-2024,premier-league
cameron peupion,brighton,2024-2025,premier-league
cameron peupion,brighton,2022-2023,premier-league
cameron peupion,brighton,2023-2024,premier-league
cameron plain,bournemouth,2023-2024,premier-league
cameron plain,bournemouth,2022-2023,premier-league
caoimhin kelleher,liverpool,2022-2023,premier-league
caoimhin kelleher,liverpool,2024-2025,premier-league
caoimhin kelleher,liverpool,2023-2024,premier-league
carl klaus,union berlin,2024-2025,bundesliga
carl rushworth,brighton,2024-2025,premier-league
carl rushworth,brighton,2023-2024,premier-league
carl starfelt,celta vigo,2024-2025,laliga
carles alena,alaves,2024-2025,laliga
carles alena,getafe,2024-2025,laliga
carles alena,getafe,2023-2024,laliga
carles garrido,girona,2023-2024,laliga
carles perez,getafe,2024-2025,laliga
carles perez,celta vigo,2022-2023,laliga
carles perez,valencia,2022-2023,laliga
carles sogorb,mallorca,2023-2024,laliga
carlo boukhalfa,fc st pauli,2024-2025,bundesliga
carlo pinsoglio,juventus,2023-2024,serie-a
carlo pinsoglio,juventus,2022-2023,serie-a
carlo pinsoglio,juventus,2024-2025,serie-a
carlos alcaraz,juventus,2023-2024,serie-a
carlos alcaraz,everton,2024-2025,premier-league
carlos alvarez,sevilla,2022-2023,laliga
carlos augusto,inter,2024-2025,serie-a
carlos augusto,inter,2023-2024,serie-a
carlos baleba,brighton,2023-2024,premier-league
carlos baleba,brighton,2024-2025,premier-league
carlos clerc,elche,2022-2023,laliga
carlos dominguez,celta vigo,2022-2023,laliga
carlos dominguez,celta vigo,2024-2025,laliga
carlos dotor,real madrid,2022-2023,laliga
carlos fernandez,real sociedad,2022-2023,laliga
carlos fernandez,mallorca,2023-2024,laliga
carlos fernandez,mallorca,2022-2023,laliga
carlos fernandez,betis,2024-2025,laliga
carlos fernandez,real sociedad,2023-2024,laliga
carlos forbs,wolverhampton wanderers,2024-2025,premier-league
carlos garcia,villarreal,2022-2023,laliga
carlos gimenez,atletico madrid,2024-2025,laliga
carlos gruezo,augsburg,2022-2023,bundesliga
carlos guirao,betis,2024-2025,laliga
carlos lumbreras,osasuna,2024-2025,laliga
carlos martin,atletico madrid,2022-2023,laliga
carlos martin,atletico madrid,2024-2025,laliga
carlos martin,alaves,2024-2025,laliga
carlos protesoni,alaves,2024-2025,laliga
carlos protesoni,alaves,2023-2024,laliga
carlos romero,villarreal,2023-2024,laliga
carlos romero,villarreal,2022-2023,laliga
carlos romero,barcelona,2024-2025,laliga
carlos soler,valencia,2022-2023,laliga
carlos soler,west ham,2024-2025,premier-league
carlos vicente,alaves,2024-2025,laliga
carlos vicente,alaves,2023-2024,laliga
carlos vinicius,fulham,2022-2023,premier-league
carlos vinicius,fulham,2023-2024,premier-league
carlos vinicius,fulham,2024-2025,premier-league
carmona,elche,2022-2023,laliga
carmona,sevilla,2024-2025,laliga
carmona,sevilla,2022-2023,laliga
carmona,getafe,2023-2024,laliga
carney chukwuemeka,chelsea,2022-2023,premier-league
carney chukwuemeka,chelsea,2024-2025,premier-league
carney chukwuemeka,chelsea,2023-2024,premier-league
casemiro,manchester utd,2024-2025,premier-league
casemiro,manchester utd,2022-2023,premier-league
casemiro,manchester utd,2023-2024,premier-league
casemiro,real madrid,2022-2023,laliga
casper tengstedt,hellas verona,2024-2025,serie-a
cassiano kiala,bayern munich,2024-2025,bundesliga
castello lukeba,rb leipzig,2024-2025,bundesliga
castello lukeba,rb leipzig,2023-2024,bundesliga
catalin cirjan,arsenal,2022-2023,premier-league
catena,rayo vallecano,2022-2023,laliga
catena,osasuna,2024-2025,laliga
catena,osasuna,2023-2024,laliga
cedric bakambu,betis,2024-2025,laliga
cedric soares,fulham,2022-2023,premier-league
cedric soares,arsenal,2023-2024,premier-league
cedric soares,arsenal,2022-2023,premier-league
cedric zesiger,augsburg,2024-2025,bundesliga
cedric zesiger,wolfsburg,2023-2024,bundesliga
cedric zesiger,wolfsburg,2024-2025,bundesliga
cenk ozkacar,valencia,2024-2025,laliga
cenk ozkacar,valencia,2023-2024,laliga
cenk ozkacar,valencia,2022-2023,laliga
cesar azpilicueta,atletico madrid,2023-2024,laliga
cesar azpilicueta,atletico madrid,2024-2025,laliga
cesar azpilicueta,chelsea,2022-2023,premier-league
cesar montes,barcelona,2022-2023,laliga
cesar tarrega,valencia,2023-2024,laliga
cesar tarrega,valencia,2024-2025,laliga
cesare casadei,chelsea,2024-2025,premier-league
cesare casadei,torino,2024-2025,serie-a
cesare casadei,chelsea,2023-2024,premier-league
chadi riad,crystal palace,2024-2025,premier-league
chadi riad,barcelona,2022-2023,laliga
chaka traore,milan,2023-2024,serie-a
charalampos lykogiannis,bologna,2024-2025,serie-a
charalampos lykogiannis,bologna,2022-2023,serie-a
charalampos lykogiannis,bologna,2023-2024,serie-a
charles aranguiz,leverkusen,2022-2023,bundesliga
charles de ketelaere,atalanta,2024-2025,serie-a
charles de ketelaere,atalanta,2023-2024,serie-a
charles de ketelaere,milan,2022-2023,serie-a
charles herrmann,gladbach,2024-2025,bundesliga
charles pickel,cremonese,2022-2023,serie-a
charles sagoe jr,arsenal,2022-2023,premier-league
charles sagoe jr,arsenal,2023-2024,premier-league
charlie allen,leeds united,2022-2023,premier-league
charlie cresswell,leeds united,2022-2023,premier-league
charlie goode,brentford,2023-2024,premier-league
charlie goode,brentford,2022-2023,premier-league
charlie mcneill,manchester utd,2022-2023,premier-league
charlie robinson,fulham,2022-2023,premier-league
charlie tasker,brighton,2024-2025,premier-league
charlie taylor,burnley,2023-2024,premier-league
charlys,hellas verona,2023-2024,serie-a
che adams,torino,2024-2025,serie-a
cheick doucoure,crystal palace,2022-2023,premier-league
cheick doucoure,crystal palace,2024-2025,premier-league
cheick doucoure,crystal palace,2023-2024,premier-league
cheick oumar conde,celta vigo,2024-2025,laliga
cheick oumar conde,celta vigo,2022-2023,laliga
cheikh tidiane niasse,hellas verona,2024-2025,serie-a
cheikhou kouyate,nottham forest,2023-2024,premier-league
cheikhou kouyate,nottham forest,2022-2023,premier-league
chem campbell,wolverhampton wanderers,2023-2024,premier-league
chem campbell,wolverhampton wanderers,2024-2025,premier-league
chem campbell,wolverhampton wanderers,2022-2023,premier-league
chema,real madrid,2024-2025,laliga
cher ndour,fiorentina,2024-2025,serie-a
chidera ejuke,sevilla,2024-2025,laliga
chido obi,manchester utd,2024-2025,premier-league
chimy avila,osasuna,2022-2023,laliga
chimy avila,osasuna,2023-2024,laliga
chimy avila,betis,2024-2025,laliga
chiquinho,wolverhampton wanderers,2022-2023,premier-league
chiquinho,wolverhampton wanderers,2024-2025,premier-league
chiquinho,mallorca,2024-2025,laliga
choco lozano,getafe,2023-2024,laliga
chris bedia,union berlin,2023-2024,bundesliga
chris fuhrich,stuttgart,2022-2023,bundesliga
chris fuhrich,stuttgart,2024-2025,bundesliga
chris fuhrich,stuttgart,2023-2024,bundesliga
chris mepham,bournemouth,2022-2023,premier-league
chris mepham,bournemouth,2024-2025,premier-league
chris mepham,bournemouth,2023-2024,premier-league
chris richards,crystal palace,2022-2023,premier-league
chris richards,crystal palace,2024-2025,premier-league
chris richards,crystal palace,2023-2024,premier-league
chris smalling,roma,2023-2024,serie-a
chris smalling,roma,2024-2025,serie-a
chris wood,nottham forest,2022-2023,premier-league
chris wood,nottham forest,2024-2025,premier-league
chris wood,nottham forest,2023-2024,premier-league
chris wood,newcastle utd,2022-2023,premier-league
chrislain matsima,augsburg,2024-2025,bundesliga
christantus uche,getafe,2024-2025,laliga
christian acella,cremonese,2022-2023,serie-a
christian biagetti,fiorentina,2023-2024,serie-a
christian corradi,hellas verona,2024-2025,serie-a
christian corradi,hellas verona,2023-2024,serie-a
christian eriksen,manchester utd,2022-2023,premier-league
christian eriksen,manchester utd,2024-2025,premier-league
christian eriksen,manchester utd,2023-2024,premier-league
christian fruchtl,lecce,2024-2025,serie-a
christian gro,fiorentina,2023-2024,serie-a
christian gro,werder bremen,2022-2023,bundesliga
christian gro,werder bremen,2023-2024,bundesliga
christian gunter,freiburg,2023-2024,bundesliga
christian gunter,freiburg,2024-2025,bundesliga
christian gunter,freiburg,2022-2023,bundesliga
christian kabasele,udinese,2023-2024,serie-a
christian kabasele,udinese,2024-2025,serie-a
christian kouame,fiorentina,2024-2025,serie-a
christian kouame,fiorentina,2022-2023,serie-a
christian kouame,fiorentina,2023-2024,serie-a
christian kuhlwetter,heidenheim,2023-2024,bundesliga
christian nrgaard,brentford,2024-2025,premier-league
christian nrgaard,brentford,2022-2023,premier-league
christian nrgaard,brentford,2023-2024,premier-league
christian pulisic,milan,2023-2024,serie-a
christian pulisic,chelsea,2022-2023,premier-league
christian saydee,bournemouth,2022-2023,premier-league
christoph baumgartner,rb leipzig,2024-2025,bundesliga
christoph baumgartner,hoffenheim,2022-2023,bundesliga
christoph baumgartner,rb leipzig,2023-2024,bundesliga
christoph kramer,gladbach,2022-2023,bundesliga
christopher lenz,rb leipzig,2023-2024,bundesliga
christopher lenz,eintracht frankfurt,2023-2024,bundesliga
christopher lenz,eintracht frankfurt,2022-2023,bundesliga
christopher lenz,hoffenheim,2024-2025,bundesliga
christopher negele,heidenheim,2024-2025,bundesliga
christopher nkunku,chelsea,2023-2024,premier-league
christopher nkunku,rb leipzig,2022-2023,bundesliga
christopher nkunku,chelsea,2024-2025,premier-league
christopher olivier,stuttgart,2024-2025,bundesliga
christopher trimmel,union berlin,2023-2024,bundesliga
christopher trimmel,union berlin,2022-2023,bundesliga
christopher trimmel,union berlin,2024-2025,bundesliga
christos alexiou,inter,2024-2025,serie-a
christos mandas,lazio,2024-2025,serie-a
christos mandas,lazio,2023-2024,serie-a
christos papadopoulos,genoa,2023-2024,serie-a
christos papadopoulos,genoa,2024-2025,serie-a
christos papadopoulos,juventus,2024-2025,serie-a
ciaran clark,newcastle utd,2022-2023,premier-league
cimo rocker,werder bremen,2023-2024,bundesliga
ciprian tatarusanu,milan,2022-2023,serie-a
ciro immobile,lazio,2022-2023,serie-a
ciro immobile,lazio,2023-2024,serie-a
cj eganriley,burnley,2023-2024,premier-league
claudio bravo,betis,2022-2023,laliga
claudio echeverri,manchester city,2024-2025,premier-league
claudio gomes,manchester city,2022-2023,premier-league
claudio turi,napoli,2024-2025,serie-a
clement grenier,mallorca,2022-2023,laliga
clement lenglet,aston villa,2023-2024,premier-league
clement lenglet,tottenham,2022-2023,premier-league
clement lenglet,atletico madrid,2024-2025,laliga
clinton mola,stuttgart,2022-2023,bundesliga
clinton nsiala,milan,2023-2024,serie-a
coba da costa,getafe,2024-2025,laliga
coby ebere,everton,2024-2025,premier-league
cody drameh,leeds united,2022-2023,premier-league
cody gakpo,liverpool,2023-2024,premier-league
cody gakpo,liverpool,2022-2023,premier-league
cody gakpo,liverpool,2024-2025,premier-league
coke carrillo,celta vigo,2024-2025,laliga
coke carrillo,celta vigo,2022-2023,laliga
cole palmer,manchester city,2022-2023,premier-league
cole palmer,chelsea,2023-2024,premier-league
cole palmer,manchester city,2023-2024,premier-league
cole palmer,chelsea,2024-2025,premier-league
coli saco,napoli,2024-2025,serie-a
come bianay balcot,torino,2024-2025,serie-a
come bianay balcot,torino,2023-2024,serie-a
connor mcavoy,fulham,2022-2023,premier-league
connor metcalfe,fc st pauli,2024-2025,bundesliga
connor roberts,burnley,2023-2024,premier-league
connor ronan,wolverhampton wanderers,2022-2023,premier-league
conor bradley,liverpool,2023-2024,premier-league
conor bradley,liverpool,2024-2025,premier-league
conor coady,wolverhampton wanderers,2022-2023,premier-league
conor coady,everton,2022-2023,premier-league
conor coventry,west ham,2022-2023,premier-league
conor coventry,west ham,2023-2024,premier-league
conor gallagher,gladbach,2022-2023,bundesliga
conor gallagher,chelsea,2023-2024,premier-league
conor gallagher,chelsea,2022-2023,premier-league
conor gallagher,atletico madrid,2024-2025,laliga
copete,mallorca,2022-2023,laliga
copete,mallorca,2024-2025,laliga
copete,mallorca,2023-2024,laliga
costantino favasuli,fiorentina,2022-2023,serie-a
craig dawson,wolverhampton wanderers,2023-2024,premier-league
craig dawson,wolverhampton wanderers,2022-2023,premier-league
craig dawson,west ham,2022-2023,premier-league
craig dawson,wolverhampton wanderers,2024-2025,premier-league
crespo,rayo vallecano,2023-2024,laliga
cristhian mosquera,valencia,2022-2023,laliga
cristhian mosquera,valencia,2023-2024,laliga
cristhian mosquera,valencia,2024-2025,laliga
cristhian stuani,girona,2022-2023,laliga
cristhian stuani,girona,2023-2024,laliga
cristhian stuani,girona,2024-2025,laliga
cristian,lazio,2023-2024,serie-a
cristian,lecce,2024-2025,serie-a
cristian,valencia,2022-2023,laliga
cristian,valencia,2023-2024,laliga
cristian buonaiuto,cremonese,2022-2023,serie-a
cristian romero,tottenham,2024-2025,premier-league
cristian romero,tottenham,2022-2023,premier-league
cristian romero,tottenham,2023-2024,premier-league
cristian volpato,sassuolo,2023-2024,serie-a
cristiano biraghi,fiorentina,2024-2025,serie-a
cristiano biraghi,fiorentina,2022-2023,serie-a
cristiano biraghi,fiorentina,2023-2024,serie-a
cristiano biraghi,torino,2024-2025,serie-a
cristiano ronaldo,manchester utd,2022-2023,premier-league
cristo munoz,lazio,2024-2025,serie-a
crysencio summerville,west ham,2024-2025,premier-league
crysencio summerville,leeds united,2022-2023,premier-league
cucho,betis,2024-2025,laliga
curtis jones,liverpool,2022-2023,premier-league
curtis jones,liverpool,2023-2024,premier-league
curtis jones,liverpool,2024-2025,premier-league
curtis jones,celta vigo,2024-2025,laliga
cyle larin,mallorca,2023-2024,laliga
cyle larin,mallorca,2024-2025,laliga
cyriel dessers,cremonese,2022-2023,serie-a
cyril ngonge,hellas verona,2022-2023,serie-a
cyril ngonge,hellas verona,2023-2024,serie-a
cyril ngonge,napoli,2023-2024,serie-a
cyril ngonge,napoli,2024-2025,serie-a
daichi kamada,eintracht frankfurt,2022-2023,bundesliga
daichi kamada,lazio,2023-2024,serie-a
daichi kamada,crystal palace,2024-2025,premier-league
dailon livramento,hellas verona,2024-2025,serie-a
dalbert,inter,2022-2023,serie-a
daley blind,bayern munich,2022-2023,bundesliga
daley blind,girona,2023-2024,laliga
daley blind,girona,2024-2025,laliga
daley sinkgraven,leverkusen,2022-2023,bundesliga
damian pizarro,udinese,2024-2025,serie-a
damian rodriguez,celta vigo,2024-2025,laliga
damian suarez,getafe,2023-2024,laliga
damion downs,koln,2022-2023,bundesliga
damion downs,koln,2023-2024,bundesliga
damola ajayi,tottenham,2024-2025,premier-league
dan burn,west ham,2023-2024,premier-league
dan burn,newcastle utd,2024-2025,premier-league
dan burn,newcastle utd,2022-2023,premier-league
dan burn,west ham,2022-2023,premier-league
dan burn,newcastle utd,2023-2024,premier-league
dan ndoye,bologna,2023-2024,serie-a
dan ndoye,bologna,2024-2025,serie-a
danaxel zagadou,stuttgart,2023-2024,bundesliga
danaxel zagadou,stuttgart,2024-2025,bundesliga
danaxel zagadou,stuttgart,2022-2023,bundesliga
dane scarlett,tottenham,2024-2025,premier-league
dane scarlett,tottenham,2023-2024,premier-league
danel sinani,fc st pauli,2024-2025,bundesliga
dango ouattara,bournemouth,2024-2025,premier-league
dango ouattara,bournemouth,2022-2023,premier-league
dango ouattara,bournemouth,2023-2024,premier-league
dani cardenas,rayo vallecano,2023-2024,laliga
dani cardenas,rayo vallecano,2024-2025,laliga
dani carvajal,real madrid,2023-2024,laliga
dani carvajal,real madrid,2022-2023,laliga
dani carvajal,real madrid,2024-2025,laliga
dani ceballos,real madrid,2024-2025,laliga
dani ceballos,real madrid,2022-2023,laliga
dani ceballos,real madrid,2023-2024,laliga
dani garcia,athletic bilbao,2023-2024,laliga
dani garcia,athletic bilbao,2022-2023,laliga
dani gomez,barcelona,2022-2023,laliga
dani gomez,valencia,2024-2025,laliga
dani olmo,leeds united,2022-2023,premier-league
dani olmo,barcelona,2022-2023,laliga
dani olmo,barcelona,2024-2025,laliga
dani olmo,rb leipzig,2022-2023,bundesliga
dani olmo,rb leipzig,2023-2024,bundesliga
dani rodriguez,mallorca,2022-2023,laliga
dani rodriguez,mallorca,2024-2025,laliga
dani rodriguez,barcelona,2024-2025,laliga
dani rodriguez,barcelona,2022-2023,laliga
dani rodriguez,mallorca,2023-2024,laliga
dani tasende,villarreal,2022-2023,laliga
daniel aduadjei,bournemouth,2023-2024,premier-league
daniel aduadjei,bournemouth,2022-2023,premier-league
daniel aduadjei,bournemouth,2024-2025,premier-league
daniel batz,mainz,2023-2024,bundesliga
daniel batz,mainz,2024-2025,bundesliga
daniel batz,parma,2024-2025,serie-a
daniel bentley,wolverhampton wanderers,2022-2023,premier-league
daniel bentley,wolverhampton wanderers,2024-2025,premier-league
daniel bentley,wolverhampton wanderers,2023-2024,premier-league
daniel boloca,sassuolo,2023-2024,serie-a
daniel budesca,villarreal,2023-2024,laliga
daniel caligiuri,augsburg,2022-2023,bundesliga
daniel ciofani,cremonese,2022-2023,serie-a
daniel diaz,real sociedad,2024-2025,laliga
daniel fuzato,getafe,2023-2024,laliga
daniel gleiber,mainz,2024-2025,bundesliga
daniel gore,manchester utd,2024-2025,premier-league
daniel gore,manchester utd,2023-2024,premier-league
daniel hausmann,augsburg,2023-2024,bundesliga
daniel james,fulham,2022-2023,premier-league
daniel james,leeds united,2022-2023,premier-league
daniel jebbison,bournemouth,2024-2025,premier-league
daniel kyereh,freiburg,2023-2024,bundesliga
daniel kyereh,freiburg,2024-2025,bundesliga
daniel kyereh,freiburg,2022-2023,bundesliga
daniel luna,mallorca,2023-2024,laliga
daniel luna,mallorca,2024-2025,laliga
daniel maldini,atalanta,2024-2025,serie-a
daniel mosquera,hellas verona,2024-2025,serie-a
daniel munoz,crystal palace,2023-2024,premier-league
daniel munoz,crystal palace,2024-2025,premier-league
daniel oyegoke,hellas verona,2024-2025,serie-a
daniel parejo,villarreal,2022-2023,laliga
daniel parejo,villarreal,2024-2025,laliga
daniel parejo,villarreal,2023-2024,laliga
daniel peretz,bayern munich,2023-2024,bundesliga
daniel peretz,betis,2024-2025,laliga
daniel peretz,betis,2022-2023,laliga
daniel peretz,bayern munich,2024-2025,bundesliga
daniel podence,wolverhampton wanderers,2024-2025,premier-league
daniel podence,wolverhampton wanderers,2022-2023,premier-league
daniel requena,villarreal,2023-2024,laliga
daniel requena,villarreal,2024-2025,laliga
daniel theiner,sassuolo,2023-2024,serie-a
daniel vivian,athletic bilbao,2022-2023,laliga
daniel vivian,athletic bilbao,2023-2024,laliga
daniel vivian,athletic bilbao,2024-2025,laliga
daniel yanez,real madrid,2024-2025,laliga
daniele baselli,como,2024-2025,serie-a
daniele ghilardi,hellas verona,2024-2025,serie-a
daniele padelli,udinese,2023-2024,serie-a
daniele padelli,udinese,2022-2023,serie-a
daniele padelli,udinese,2024-2025,serie-a
daniele quieto,inter,2024-2025,serie-a
daniele rugani,juventus,2024-2025,serie-a
daniele rugani,juventus,2022-2023,serie-a
daniele rugani,juventus,2023-2024,serie-a
daniele sommariva,genoa,2024-2025,serie-a
daniele sommariva,genoa,2023-2024,serie-a
danilho doekhi,union berlin,2023-2024,bundesliga
danilho doekhi,union berlin,2022-2023,bundesliga
danilho doekhi,union berlin,2024-2025,bundesliga
danilo,nottham forest,2022-2023,premier-league
danilo,juventus,2024-2025,serie-a
danilo,juventus,2022-2023,serie-a
danilo,juventus,2023-2024,serie-a
danilo,nottham forest,2023-2024,premier-league
danilo,nottham forest,2024-2025,premier-league
danilo cataldi,lazio,2023-2024,serie-a
danilo cataldi,lazio,2024-2025,serie-a
danilo cataldi,lazio,2022-2023,serie-a
danilo cataldi,fiorentina,2024-2025,serie-a
danilo dambrosio,inter,2022-2023,serie-a
danilo veiga,lecce,2024-2025,serie-a
danny da costa,mainz,2022-2023,bundesliga
danny da costa,mainz,2024-2025,bundesliga
danny da costa,mainz,2023-2024,bundesliga
danny ings,west ham,2023-2024,premier-league
danny ings,west ham,2022-2023,premier-league
danny ings,aston villa,2022-2023,premier-league
danny ings,west ham,2024-2025,premier-league
danny welbeck,brighton,2023-2024,premier-league
danny welbeck,brighton,2022-2023,premier-league
danny welbeck,brighton,2024-2025,premier-league
dante cassanova,tottenham,2024-2025,premier-league
daouda doumbia,alaves,2024-2025,laliga
dara costelloe,burnley,2023-2024,premier-league
dara oshea,burnley,2023-2024,premier-league
dario benavides,sevilla,2024-2025,laliga
dario benavides,sevilla,2023-2024,laliga
dario daka,lecce,2024-2025,serie-a
dario essugo,chelsea,2024-2025,premier-league
dario gebuhr,eintracht frankfurt,2022-2023,bundesliga
dario gebuhr,eintracht frankfurt,2023-2024,bundesliga
dario ramos,osasuna,2022-2023,laliga
darko brasanac,osasuna,2022-2023,laliga
darko brasanac,osasuna,2023-2024,laliga
darko churlinov,stuttgart,2022-2023,bundesliga
darko churlinov,burnley,2023-2024,premier-league
darko gyabi,leeds united,2022-2023,premier-league
darko lazovic,hellas verona,2022-2023,serie-a
darko lazovic,hellas verona,2023-2024,serie-a
darko lazovic,hellas verona,2024-2025,serie-a
darren randolph,bournemouth,2022-2023,premier-league
darren randolph,bournemouth,2023-2024,premier-league
darren randolph,west ham,2022-2023,premier-league
darwin nunez,liverpool,2023-2024,premier-league
darwin nunez,liverpool,2022-2023,premier-league
darwin nunez,liverpool,2024-2025,premier-league
david alaba,real madrid,2023-2024,laliga
david alaba,real madrid,2024-2025,laliga
david alaba,real madrid,2022-2023,laliga
david arguelles,getafe,2024-2025,laliga
david boateng,crystal palace,2022-2023,premier-league
david brooks,bournemouth,2024-2025,premier-league
david brooks,bournemouth,2022-2023,premier-league
david brooks,bournemouth,2023-2024,premier-league
david colina,bayern munich,2024-2025,bundesliga
david colina,augsburg,2023-2024,bundesliga
david colina,augsburg,2022-2023,bundesliga
david datro fofana,hoffenheim,2024-2025,bundesliga
david datro fofana,chelsea,2023-2024,premier-league
david datro fofana,wolfsburg,2022-2023,bundesliga
david datro fofana,fc st pauli,2024-2025,bundesliga
david datro fofana,wolfsburg,2024-2025,bundesliga
david datro fofana,chelsea,2022-2023,premier-league
david datro fofana,union berlin,2024-2025,bundesliga
david datro fofana,genoa,2024-2025,serie-a
david datro fofana,union berlin,2023-2024,bundesliga
david datro fofana,genoa,2023-2024,serie-a
david datro fofana,burnley,2023-2024,premier-league
david datro fofana,chelsea,2024-2025,premier-league
david de gea,fiorentina,2024-2025,serie-a
david de gea,manchester utd,2022-2023,premier-league
david de gea,augsburg,2024-2025,bundesliga
david de gea,fulham,2023-2024,premier-league
david de gea,augsburg,2023-2024,bundesliga
david garcia,osasuna,2023-2024,laliga
david garcia,osasuna,2022-2023,laliga
david jimenez,real madrid,2024-2025,laliga
david jurasek,hoffenheim,2024-2025,bundesliga
david lopez,girona,2022-2023,laliga
david lopez,girona,2023-2024,laliga
david lopez,mallorca,2024-2025,laliga
david lopez,mallorca,2023-2024,laliga
david lopez,girona,2024-2025,laliga
david mamutovic,mainz,2023-2024,bundesliga
david neres,napoli,2024-2025,serie-a
david okereke,cremonese,2022-2023,serie-a
david okereke,torino,2023-2024,serie-a
david otorbi,valencia,2023-2024,laliga
david otorbi,valencia,2024-2025,laliga
david ozoh,crystal palace,2024-2025,premier-league
david ozoh,crystal palace,2022-2023,premier-league
david ozoh,crystal palace,2023-2024,premier-league
david pejicic,udinese,2023-2024,serie-a
david pejicic,udinese,2024-2025,serie-a
david raum,rb leipzig,2022-2023,bundesliga
david raum,rb leipzig,2023-2024,bundesliga
david raum,rb leipzig,2024-2025,bundesliga
